2025-09-08 01:03:44,201 - INFO - Starting Casino Bot Service...
2025-09-08 01:03:44,201 - INFO - Script directory: C:\Users\velib\OneDrive\Desktop\sff
2025-09-08 01:03:44,201 - INFO - Main script: C:\Users\velib\OneDrive\Desktop\sff\main.py
2025-09-08 01:03:44,201 - INFO - Log file: C:\Users\velib\OneDrive\Desktop\sff\bot_service.log
2025-09-08 01:03:44,201 - INFO - Starting Casino Bot...
2025-09-08 01:09:56,618 - INFO - Bot: 2025-09-08 01:09:56,617 - httpx - INFO - HTTP Request: POST https://api.telegram.org/bot8275019346:AAGPXX3fjw3g7Kg-ltTHsCNCa7FaUdaRCzM/getUpdates "HTTP/1.1 200 OK"
2025-09-08 01:09:56,700 - INFO - Bot: 2025-09-08 01:09:56,699 - httpx - INFO - HTTP Request: POST https://api.telegram.org/bot8275019346:AAGPXX3fjw3g7Kg-ltTHsCNCa7FaUdaRCzM/answerCallbackQuery "HTTP/1.1 200 OK"
2025-09-08 01:09:56,815 - INFO - Bot: 2025-09-08 01:09:56,815 - httpx - INFO - HTTP Request: POST https://api.telegram.org/bot8275019346:AAGPXX3fjw3g7Kg-ltTHsCNCa7FaUdaRCzM/editMessageText "HTTP/1.1 200 OK"
2025-09-08 01:10:00,450 - INFO - Bot: 2025-09-08 01:10:00,449 - httpx - INFO - HTTP Request: POST https://api.telegram.org/bot8275019346:AAGPXX3fjw3g7Kg-ltTHsCNCa7FaUdaRCzM/getUpdates "HTTP/1.1 200 OK"
2025-09-08 01:10:00,617 - INFO - Bot: 2025-09-08 01:10:00,617 - httpx - INFO - HTTP Request: POST https://api.telegram.org/bot8275019346:AAGPXX3fjw3g7Kg-ltTHsCNCa7FaUdaRCzM/answerCallbackQuery "HTTP/1.1 200 OK"
2025-09-08 01:10:00,803 - INFO - Bot: 2025-09-08 01:10:00,800 - httpx - INFO - HTTP Request: POST https://api.telegram.org/bot8275019346:AAGPXX3fjw3g7Kg-ltTHsCNCa7FaUdaRCzM/editMessageText "HTTP/1.1 200 OK"
2025-09-08 01:10:02,733 - INFO - Bot: 2025-09-08 01:10:02,732 - httpx - INFO - HTTP Request: POST https://api.telegram.org/bot8275019346:AAGPXX3fjw3g7Kg-ltTHsCNCa7FaUdaRCzM/getUpdates "HTTP/1.1 200 OK"
2025-09-08 01:10:02,832 - INFO - Bot: 2025-09-08 01:10:02,830 - httpx - INFO - HTTP Request: POST https://api.telegram.org/bot8275019346:AAGPXX3fjw3g7Kg-ltTHsCNCa7FaUdaRCzM/answerCallbackQuery "HTTP/1.1 200 OK"
2025-09-08 01:10:02,952 - INFO - Bot: 2025-09-08 01:10:02,944 - httpx - INFO - HTTP Request: POST https://api.telegram.org/bot8275019346:AAGPXX3fjw3g7Kg-ltTHsCNCa7FaUdaRCzM/editMessageText "HTTP/1.1 200 OK"
2025-09-08 01:10:04,033 - INFO - Bot: 2025-09-08 01:10:04,033 - httpx - INFO - HTTP Request: POST https://api.telegram.org/bot8275019346:AAGPXX3fjw3g7Kg-ltTHsCNCa7FaUdaRCzM/getUpdates "HTTP/1.1 200 OK"
2025-09-08 01:10:04,257 - INFO - Bot: 2025-09-08 01:10:04,257 - httpx - INFO - HTTP Request: POST https://api.telegram.org/bot8275019346:AAGPXX3fjw3g7Kg-ltTHsCNCa7FaUdaRCzM/answerCallbackQuery "HTTP/1.1 200 OK"
2025-09-08 01:10:04,484 - INFO - Bot: 2025-09-08 01:10:04,482 - httpx - INFO - HTTP Request: POST https://api.telegram.org/bot8275019346:AAGPXX3fjw3g7Kg-ltTHsCNCa7FaUdaRCzM/editMessageText "HTTP/1.1 200 OK"
2025-09-08 01:10:06,615 - INFO - Bot: 2025-09-08 01:10:06,613 - httpx - INFO - HTTP Request: POST https://api.telegram.org/bot8275019346:AAGPXX3fjw3g7Kg-ltTHsCNCa7FaUdaRCzM/getUpdates "HTTP/1.1 200 OK"
2025-09-08 01:10:06,708 - INFO - Bot: 2025-09-08 01:10:06,708 - httpx - INFO - HTTP Request: POST https://api.telegram.org/bot8275019346:AAGPXX3fjw3g7Kg-ltTHsCNCa7FaUdaRCzM/answerCallbackQuery "HTTP/1.1 200 OK"
2025-09-08 01:10:06,824 - INFO - Bot: 2025-09-08 01:10:06,824 - httpx - INFO - HTTP Request: POST https://api.telegram.org/bot8275019346:AAGPXX3fjw3g7Kg-ltTHsCNCa7FaUdaRCzM/editMessageText "HTTP/1.1 200 OK"
2025-09-08 01:10:08,069 - INFO - Bot: 2025-09-08 01:10:08,069 - httpx - INFO - HTTP Request: POST https://api.telegram.org/bot8275019346:AAGPXX3fjw3g7Kg-ltTHsCNCa7FaUdaRCzM/getUpdates "HTTP/1.1 200 OK"
2025-09-08 01:10:08,265 - INFO - Bot: 2025-09-08 01:10:08,263 - httpx - INFO - HTTP Request: POST https://api.telegram.org/bot8275019346:AAGPXX3fjw3g7Kg-ltTHsCNCa7FaUdaRCzM/answerCallbackQuery "HTTP/1.1 200 OK"
2025-09-08 01:10:08,486 - INFO - Bot: 2025-09-08 01:10:08,484 - httpx - INFO - HTTP Request: POST https://api.telegram.org/bot8275019346:AAGPXX3fjw3g7Kg-ltTHsCNCa7FaUdaRCzM/editMessageText "HTTP/1.1 200 OK"
2025-09-08 01:10:09,585 - INFO - Bot: 2025-09-08 01:10:09,583 - httpx - INFO - HTTP Request: POST https://api.telegram.org/bot8275019346:AAGPXX3fjw3g7Kg-ltTHsCNCa7FaUdaRCzM/getUpdates "HTTP/1.1 200 OK"
2025-09-08 01:10:09,694 - INFO - Bot: 2025-09-08 01:10:09,694 - httpx - INFO - HTTP Request: POST https://api.telegram.org/bot8275019346:AAGPXX3fjw3g7Kg-ltTHsCNCa7FaUdaRCzM/answerCallbackQuery "HTTP/1.1 200 OK"
2025-09-08 01:10:09,815 - INFO - Bot: 2025-09-08 01:10:09,815 - httpx - INFO - HTTP Request: POST https://api.telegram.org/bot8275019346:AAGPXX3fjw3g7Kg-ltTHsCNCa7FaUdaRCzM/editMessageText "HTTP/1.1 200 OK"
2025-09-08 01:10:10,931 - INFO - Bot: 2025-09-08 01:10:10,930 - httpx - INFO - HTTP Request: POST https://api.telegram.org/bot8275019346:AAGPXX3fjw3g7Kg-ltTHsCNCa7FaUdaRCzM/getUpdates "HTTP/1.1 200 OK"
2025-09-08 01:10:11,006 - INFO - Bot: 2025-09-08 01:10:11,006 - httpx - INFO - HTTP Request: POST https://api.telegram.org/bot8275019346:AAGPXX3fjw3g7Kg-ltTHsCNCa7FaUdaRCzM/answerCallbackQuery "HTTP/1.1 200 OK"
2025-09-08 01:10:11,113 - INFO - Bot: 2025-09-08 01:10:11,111 - httpx - INFO - HTTP Request: POST https://api.telegram.org/bot8275019346:AAGPXX3fjw3g7Kg-ltTHsCNCa7FaUdaRCzM/editMessageText "HTTP/1.1 200 OK"
2025-09-08 01:10:11,963 - INFO - Bot: 2025-09-08 01:10:11,963 - httpx - INFO - HTTP Request: POST https://api.telegram.org/bot8275019346:AAGPXX3fjw3g7Kg-ltTHsCNCa7FaUdaRCzM/getUpdates "HTTP/1.1 200 OK"
2025-09-08 01:10:12,049 - INFO - Bot: 2025-09-08 01:10:12,048 - httpx - INFO - HTTP Request: POST https://api.telegram.org/bot8275019346:AAGPXX3fjw3g7Kg-ltTHsCNCa7FaUdaRCzM/answerCallbackQuery "HTTP/1.1 200 OK"
2025-09-08 01:10:12,054 - INFO - Bot: 2025-09-08 01:10:12,054 - payment_handlers - INFO - Processing deposit: User 1690376317, Amount 25 FC, Crypto USDT
2025-09-08 01:10:12,162 - INFO - Bot: 2025-09-08 01:10:12,162 - httpx - INFO - HTTP Request: POST https://api.telegram.org/bot8275019346:AAGPXX3fjw3g7Kg-ltTHsCNCa7FaUdaRCzM/editMessageText "HTTP/1.1 200 OK"
2025-09-08 01:10:22,040 - INFO - Bot: 2025-09-08 01:10:22,040 - httpx - INFO - HTTP Request: POST https://api.telegram.org/bot8275019346:AAGPXX3fjw3g7Kg-ltTHsCNCa7FaUdaRCzM/getUpdates "HTTP/1.1 200 OK"
2025-09-08 01:10:22,525 - INFO - Bot: 2025-09-08 01:10:22,524 - httpx - INFO - HTTP Request: POST https://api.telegram.org/bot8275019346:AAGPXX3fjw3g7Kg-ltTHsCNCa7FaUdaRCzM/getUpdates "HTTP/1.1 200 OK"
2025-09-08 01:10:22,789 - INFO - Bot: 2025-09-08 01:10:22,789 - httpx - INFO - HTTP Request: POST https://api.telegram.org/bot8275019346:AAGPXX3fjw3g7Kg-ltTHsCNCa7FaUdaRCzM/answerCallbackQuery "HTTP/1.1 200 OK"
2025-09-08 01:10:22,897 - INFO - Bot: 2025-09-08 01:10:22,897 - httpx - INFO - HTTP Request: POST https://api.telegram.org/bot8275019346:AAGPXX3fjw3g7Kg-ltTHsCNCa7FaUdaRCzM/editMessageText "HTTP/1.1 200 OK"
2025-09-08 01:10:24,181 - INFO - Bot: 2025-09-08 01:10:24,180 - httpx - INFO - HTTP Request: POST https://api.telegram.org/bot8275019346:AAGPXX3fjw3g7Kg-ltTHsCNCa7FaUdaRCzM/getUpdates "HTTP/1.1 200 OK"
2025-09-08 01:10:24,262 - INFO - Bot: 2025-09-08 01:10:24,259 - httpx - INFO - HTTP Request: POST https://api.telegram.org/bot8275019346:AAGPXX3fjw3g7Kg-ltTHsCNCa7FaUdaRCzM/answerCallbackQuery "HTTP/1.1 200 OK"
2025-09-08 01:10:24,354 - INFO - Bot: 2025-09-08 01:10:24,354 - httpx - INFO - HTTP Request: POST https://api.telegram.org/bot8275019346:AAGPXX3fjw3g7Kg-ltTHsCNCa7FaUdaRCzM/editMessageText "HTTP/1.1 200 OK"
2025-09-08 01:10:25,386 - INFO - Bot: 2025-09-08 01:10:25,385 - httpx - INFO - HTTP Request: POST https://api.telegram.org/bot8275019346:AAGPXX3fjw3g7Kg-ltTHsCNCa7FaUdaRCzM/getUpdates "HTTP/1.1 200 OK"
2025-09-08 01:10:25,468 - INFO - Bot: 2025-09-08 01:10:25,466 - httpx - INFO - HTTP Request: POST https://api.telegram.org/bot8275019346:AAGPXX3fjw3g7Kg-ltTHsCNCa7FaUdaRCzM/answerCallbackQuery "HTTP/1.1 200 OK"
2025-09-08 01:10:25,473 - INFO - Bot: 2025-09-08 01:10:25,473 - payment_handlers - INFO - Processing deposit: User 1690376317, Amount 25 FC, Crypto USDT
2025-09-08 01:10:25,585 - INFO - Bot: 2025-09-08 01:10:25,585 - httpx - INFO - HTTP Request: POST https://api.telegram.org/bot8275019346:AAGPXX3fjw3g7Kg-ltTHsCNCa7FaUdaRCzM/editMessageText "HTTP/1.1 200 OK"
2025-09-08 01:10:28,536 - INFO - Bot: 2025-09-08 01:10:28,535 - httpx - INFO - HTTP Request: POST https://api.telegram.org/bot8275019346:AAGPXX3fjw3g7Kg-ltTHsCNCa7FaUdaRCzM/getUpdates "HTTP/1.1 200 OK"
2025-09-08 01:10:28,632 - INFO - Bot: 2025-09-08 01:10:28,632 - httpx - INFO - HTTP Request: POST https://api.telegram.org/bot8275019346:AAGPXX3fjw3g7Kg-ltTHsCNCa7FaUdaRCzM/answerCallbackQuery "HTTP/1.1 200 OK"
2025-09-08 01:10:28,648 - INFO - Bot: 2025-09-08 01:10:28,648 - payment_handlers - INFO - Processing deposit: User 1690376317, Amount 25 FC, Crypto USDT
2025-09-08 01:10:28,774 - INFO - Bot: 2025-09-08 01:10:28,773 - httpx - INFO - HTTP Request: POST https://api.telegram.org/bot8275019346:AAGPXX3fjw3g7Kg-ltTHsCNCa7FaUdaRCzM/editMessageText "HTTP/1.1 200 OK"
2025-09-08 01:10:33,544 - INFO - Bot: 2025-09-08 01:10:33,544 - httpx - INFO - HTTP Request: POST https://api.telegram.org/bot8275019346:AAGPXX3fjw3g7Kg-ltTHsCNCa7FaUdaRCzM/getUpdates "HTTP/1.1 200 OK"
2025-09-08 01:10:33,708 - INFO - Bot: 2025-09-08 01:10:33,707 - httpx - INFO - HTTP Request: POST https://api.telegram.org/bot8275019346:AAGPXX3fjw3g7Kg-ltTHsCNCa7FaUdaRCzM/answerCallbackQuery "HTTP/1.1 200 OK"
2025-09-08 01:10:33,901 - INFO - Bot: 2025-09-08 01:10:33,900 - httpx - INFO - HTTP Request: POST https://api.telegram.org/bot8275019346:AAGPXX3fjw3g7Kg-ltTHsCNCa7FaUdaRCzM/editMessageText "HTTP/1.1 200 OK"
2025-09-08 01:10:35,568 - INFO - Bot: 2025-09-08 01:10:35,568 - httpx - INFO - HTTP Request: POST https://api.telegram.org/bot8275019346:AAGPXX3fjw3g7Kg-ltTHsCNCa7FaUdaRCzM/getUpdates "HTTP/1.1 200 OK"
2025-09-08 01:10:35,647 - INFO - Bot: 2025-09-08 01:10:35,647 - httpx - INFO - HTTP Request: POST https://api.telegram.org/bot8275019346:AAGPXX3fjw3g7Kg-ltTHsCNCa7FaUdaRCzM/answerCallbackQuery "HTTP/1.1 200 OK"
2025-09-08 01:10:35,749 - INFO - Bot: 2025-09-08 01:10:35,747 - httpx - INFO - HTTP Request: POST https://api.telegram.org/bot8275019346:AAGPXX3fjw3g7Kg-ltTHsCNCa7FaUdaRCzM/editMessageText "HTTP/1.1 200 OK"
2025-09-08 01:10:37,160 - INFO - Bot: 2025-09-08 01:10:37,158 - httpx - INFO - HTTP Request: POST https://api.telegram.org/bot8275019346:AAGPXX3fjw3g7Kg-ltTHsCNCa7FaUdaRCzM/getUpdates "HTTP/1.1 200 OK"
2025-09-08 01:10:37,254 - INFO - Bot: 2025-09-08 01:10:37,252 - httpx - INFO - HTTP Request: POST https://api.telegram.org/bot8275019346:AAGPXX3fjw3g7Kg-ltTHsCNCa7FaUdaRCzM/answerCallbackQuery "HTTP/1.1 200 OK"
2025-09-08 01:10:37,361 - INFO - Bot: 2025-09-08 01:10:37,359 - httpx - INFO - HTTP Request: POST https://api.telegram.org/bot8275019346:AAGPXX3fjw3g7Kg-ltTHsCNCa7FaUdaRCzM/editMessageText "HTTP/1.1 200 OK"
2025-09-08 01:10:38,122 - INFO - Bot: 2025-09-08 01:10:38,120 - httpx - INFO - HTTP Request: POST https://api.telegram.org/bot8275019346:AAGPXX3fjw3g7Kg-ltTHsCNCa7FaUdaRCzM/getUpdates "HTTP/1.1 200 OK"
2025-09-08 01:10:38,209 - INFO - Bot: 2025-09-08 01:10:38,209 - httpx - INFO - HTTP Request: POST https://api.telegram.org/bot8275019346:AAGPXX3fjw3g7Kg-ltTHsCNCa7FaUdaRCzM/answerCallbackQuery "HTTP/1.1 200 OK"
2025-09-08 01:10:38,321 - INFO - Bot: 2025-09-08 01:10:38,321 - httpx - INFO - HTTP Request: POST https://api.telegram.org/bot8275019346:AAGPXX3fjw3g7Kg-ltTHsCNCa7FaUdaRCzM/editMessageText "HTTP/1.1 200 OK"
2025-09-08 01:10:43,026 - INFO - Bot: 2025-09-08 01:10:43,026 - httpx - INFO - HTTP Request: POST https://api.telegram.org/bot8275019346:AAGPXX3fjw3g7Kg-ltTHsCNCa7FaUdaRCzM/getUpdates "HTTP/1.1 200 OK"
2025-09-08 01:10:43,116 - INFO - Bot: 2025-09-08 01:10:43,116 - httpx - INFO - HTTP Request: POST https://api.telegram.org/bot8275019346:AAGPXX3fjw3g7Kg-ltTHsCNCa7FaUdaRCzM/answerCallbackQuery "HTTP/1.1 200 OK"
2025-09-08 01:10:43,215 - INFO - Bot: 2025-09-08 01:10:43,214 - httpx - INFO - HTTP Request: POST https://api.telegram.org/bot8275019346:AAGPXX3fjw3g7Kg-ltTHsCNCa7FaUdaRCzM/editMessageText "HTTP/1.1 200 OK"
2025-09-08 01:10:51,070 - INFO - Bot: 2025-09-08 01:10:51,070 - httpx - INFO - HTTP Request: POST https://api.telegram.org/bot8275019346:AAGPXX3fjw3g7Kg-ltTHsCNCa7FaUdaRCzM/getUpdates "HTTP/1.1 200 OK"
2025-09-08 01:10:51,302 - INFO - Bot: 2025-09-08 01:10:51,301 - httpx - INFO - HTTP Request: POST https://api.telegram.org/bot8275019346:AAGPXX3fjw3g7Kg-ltTHsCNCa7FaUdaRCzM/answerCallbackQuery "HTTP/1.1 200 OK"
2025-09-08 01:10:51,398 - INFO - Bot: 2025-09-08 01:10:51,398 - httpx - INFO - HTTP Request: POST https://api.telegram.org/bot8275019346:AAGPXX3fjw3g7Kg-ltTHsCNCa7FaUdaRCzM/editMessageText "HTTP/1.1 200 OK"
2025-09-08 01:10:56,011 - INFO - Bot: 2025-09-08 01:10:56,010 - httpx - INFO - HTTP Request: POST https://api.telegram.org/bot8275019346:AAGPXX3fjw3g7Kg-ltTHsCNCa7FaUdaRCzM/getUpdates "HTTP/1.1 200 OK"
2025-09-08 01:10:56,091 - INFO - Bot: 2025-09-08 01:10:56,089 - httpx - INFO - HTTP Request: POST https://api.telegram.org/bot8275019346:AAGPXX3fjw3g7Kg-ltTHsCNCa7FaUdaRCzM/answerCallbackQuery "HTTP/1.1 200 OK"
2025-09-08 01:10:56,234 - INFO - Bot: 2025-09-08 01:10:56,233 - httpx - INFO - HTTP Request: POST https://api.telegram.org/bot8275019346:AAGPXX3fjw3g7Kg-ltTHsCNCa7FaUdaRCzM/editMessageText "HTTP/1.1 200 OK"
2025-09-08 01:10:58,763 - INFO - Bot: 2025-09-08 01:10:58,763 - httpx - INFO - HTTP Request: POST https://api.telegram.org/bot8275019346:AAGPXX3fjw3g7Kg-ltTHsCNCa7FaUdaRCzM/getUpdates "HTTP/1.1 200 OK"
2025-09-08 01:10:58,865 - INFO - Bot: 2025-09-08 01:10:58,864 - httpx - INFO - HTTP Request: POST https://api.telegram.org/bot8275019346:AAGPXX3fjw3g7Kg-ltTHsCNCa7FaUdaRCzM/answerCallbackQuery "HTTP/1.1 200 OK"
2025-09-08 01:10:58,966 - INFO - Bot: 2025-09-08 01:10:58,965 - httpx - INFO - HTTP Request: POST https://api.telegram.org/bot8275019346:AAGPXX3fjw3g7Kg-ltTHsCNCa7FaUdaRCzM/editMessageText "HTTP/1.1 200 OK"
2025-09-08 01:11:00,116 - INFO - Bot: 2025-09-08 01:11:00,116 - httpx - INFO - HTTP Request: POST https://api.telegram.org/bot8275019346:AAGPXX3fjw3g7Kg-ltTHsCNCa7FaUdaRCzM/getUpdates "HTTP/1.1 200 OK"
2025-09-08 01:11:00,209 - INFO - Bot: 2025-09-08 01:11:00,209 - httpx - INFO - HTTP Request: POST https://api.telegram.org/bot8275019346:AAGPXX3fjw3g7Kg-ltTHsCNCa7FaUdaRCzM/answerCallbackQuery "HTTP/1.1 200 OK"
2025-09-08 01:11:00,334 - INFO - Bot: 2025-09-08 01:11:00,334 - httpx - INFO - HTTP Request: POST https://api.telegram.org/bot8275019346:AAGPXX3fjw3g7Kg-ltTHsCNCa7FaUdaRCzM/editMessageText "HTTP/1.1 200 OK"
2025-09-08 01:11:10,209 - INFO - Bot: 2025-09-08 01:11:10,207 - httpx - INFO - HTTP Request: POST https://api.telegram.org/bot8275019346:AAGPXX3fjw3g7Kg-ltTHsCNCa7FaUdaRCzM/getUpdates "HTTP/1.1 200 OK"
2025-09-08 01:11:20,284 - INFO - Bot: 2025-09-08 01:11:20,282 - httpx - INFO - HTTP Request: POST https://api.telegram.org/bot8275019346:AAGPXX3fjw3g7Kg-ltTHsCNCa7FaUdaRCzM/getUpdates "HTTP/1.1 200 OK"
2025-09-08 01:11:30,360 - INFO - Bot: 2025-09-08 01:11:30,359 - httpx - INFO - HTTP Request: POST https://api.telegram.org/bot8275019346:AAGPXX3fjw3g7Kg-ltTHsCNCa7FaUdaRCzM/getUpdates "HTTP/1.1 200 OK"
2025-09-08 01:11:40,430 - INFO - Bot: 2025-09-08 01:11:40,428 - httpx - INFO - HTTP Request: POST https://api.telegram.org/bot8275019346:AAGPXX3fjw3g7Kg-ltTHsCNCa7FaUdaRCzM/getUpdates "HTTP/1.1 200 OK"
2025-09-08 01:11:50,511 - INFO - Bot: 2025-09-08 01:11:50,511 - httpx - INFO - HTTP Request: POST https://api.telegram.org/bot8275019346:AAGPXX3fjw3g7Kg-ltTHsCNCa7FaUdaRCzM/getUpdates "HTTP/1.1 200 OK"
2025-09-08 01:12:00,614 - INFO - Bot: 2025-09-08 01:12:00,610 - httpx - INFO - HTTP Request: POST https://api.telegram.org/bot8275019346:AAGPXX3fjw3g7Kg-ltTHsCNCa7FaUdaRCzM/getUpdates "HTTP/1.1 200 OK"
2025-09-08 01:12:10,684 - INFO - Bot: 2025-09-08 01:12:10,684 - httpx - INFO - HTTP Request: POST https://api.telegram.org/bot8275019346:AAGPXX3fjw3g7Kg-ltTHsCNCa7FaUdaRCzM/getUpdates "HTTP/1.1 200 OK"
2025-09-08 01:12:17,771 - INFO - Bot: 2025-09-08 01:12:17,771 - httpx - INFO - HTTP Request: POST https://api.telegram.org/bot8275019346:AAGPXX3fjw3g7Kg-ltTHsCNCa7FaUdaRCzM/getUpdates "HTTP/1.1 200 OK"
2025-09-08 01:12:18,043 - INFO - Bot: 2025-09-08 01:12:18,041 - httpx - INFO - HTTP Request: POST https://api.telegram.org/bot8275019346:AAGPXX3fjw3g7Kg-ltTHsCNCa7FaUdaRCzM/answerCallbackQuery "HTTP/1.1 200 OK"
2025-09-08 01:12:18,046 - INFO - Bot: 2025-09-08 01:12:18,046 - __main__ - WARNING - Unknown callback data received: admin_detailed_stats
2025-09-08 01:12:18,141 - INFO - Bot: 2025-09-08 01:12:18,139 - httpx - INFO - HTTP Request: POST https://api.telegram.org/bot8275019346:AAGPXX3fjw3g7Kg-ltTHsCNCa7FaUdaRCzM/editMessageText "HTTP/1.1 200 OK"
2025-09-08 01:12:19,106 - INFO - Bot: 2025-09-08 01:12:19,104 - httpx - INFO - HTTP Request: POST https://api.telegram.org/bot8275019346:AAGPXX3fjw3g7Kg-ltTHsCNCa7FaUdaRCzM/getUpdates "HTTP/1.1 200 OK"
2025-09-08 01:12:19,191 - INFO - Bot: 2025-09-08 01:12:19,190 - httpx - INFO - HTTP Request: POST https://api.telegram.org/bot8275019346:AAGPXX3fjw3g7Kg-ltTHsCNCa7FaUdaRCzM/answerCallbackQuery "HTTP/1.1 200 OK"
2025-09-08 01:12:19,298 - INFO - Bot: 2025-09-08 01:12:19,297 - httpx - INFO - HTTP Request: POST https://api.telegram.org/bot8275019346:AAGPXX3fjw3g7Kg-ltTHsCNCa7FaUdaRCzM/editMessageText "HTTP/1.1 200 OK"
2025-09-08 01:12:20,387 - INFO - Bot: 2025-09-08 01:12:20,387 - httpx - INFO - HTTP Request: POST https://api.telegram.org/bot8275019346:AAGPXX3fjw3g7Kg-ltTHsCNCa7FaUdaRCzM/getUpdates "HTTP/1.1 200 OK"
2025-09-08 01:12:20,490 - INFO - Bot: 2025-09-08 01:12:20,489 - httpx - INFO - HTTP Request: POST https://api.telegram.org/bot8275019346:AAGPXX3fjw3g7Kg-ltTHsCNCa7FaUdaRCzM/answerCallbackQuery "HTTP/1.1 200 OK"
2025-09-08 01:12:20,607 - INFO - Bot: 2025-09-08 01:12:20,606 - httpx - INFO - HTTP Request: POST https://api.telegram.org/bot8275019346:AAGPXX3fjw3g7Kg-ltTHsCNCa7FaUdaRCzM/editMessageText "HTTP/1.1 200 OK"
2025-09-08 01:12:21,505 - INFO - Bot: 2025-09-08 01:12:21,505 - httpx - INFO - HTTP Request: POST https://api.telegram.org/bot8275019346:AAGPXX3fjw3g7Kg-ltTHsCNCa7FaUdaRCzM/getUpdates "HTTP/1.1 200 OK"
2025-09-08 01:12:21,646 - INFO - Bot: 2025-09-08 01:12:21,646 - httpx - INFO - HTTP Request: POST https://api.telegram.org/bot8275019346:AAGPXX3fjw3g7Kg-ltTHsCNCa7FaUdaRCzM/answerCallbackQuery "HTTP/1.1 200 OK"
2025-09-08 01:12:21,776 - INFO - Bot: 2025-09-08 01:12:21,774 - httpx - INFO - HTTP Request: POST https://api.telegram.org/bot8275019346:AAGPXX3fjw3g7Kg-ltTHsCNCa7FaUdaRCzM/editMessageText "HTTP/1.1 200 OK"
2025-09-08 01:12:23,769 - INFO - Bot: 2025-09-08 01:12:23,767 - httpx - INFO - HTTP Request: POST https://api.telegram.org/bot8275019346:AAGPXX3fjw3g7Kg-ltTHsCNCa7FaUdaRCzM/getUpdates "HTTP/1.1 200 OK"
2025-09-08 01:12:23,892 - INFO - Bot: 2025-09-08 01:12:23,891 - httpx - INFO - HTTP Request: POST https://api.telegram.org/bot8275019346:AAGPXX3fjw3g7Kg-ltTHsCNCa7FaUdaRCzM/answerCallbackQuery "HTTP/1.1 200 OK"
2025-09-08 01:12:23,896 - INFO - Bot: 2025-09-08 01:12:23,896 - __main__ - WARNING - Unknown callback data received: admin_money_settings
2025-09-08 01:12:24,017 - INFO - Bot: 2025-09-08 01:12:24,014 - httpx - INFO - HTTP Request: POST https://api.telegram.org/bot8275019346:AAGPXX3fjw3g7Kg-ltTHsCNCa7FaUdaRCzM/editMessageText "HTTP/1.1 200 OK"
2025-09-08 01:12:24,834 - INFO - Bot: 2025-09-08 01:12:24,834 - httpx - INFO - HTTP Request: POST https://api.telegram.org/bot8275019346:AAGPXX3fjw3g7Kg-ltTHsCNCa7FaUdaRCzM/getUpdates "HTTP/1.1 200 OK"
2025-09-08 01:12:24,933 - INFO - Bot: 2025-09-08 01:12:24,931 - httpx - INFO - HTTP Request: POST https://api.telegram.org/bot8275019346:AAGPXX3fjw3g7Kg-ltTHsCNCa7FaUdaRCzM/answerCallbackQuery "HTTP/1.1 200 OK"
2025-09-08 01:12:25,048 - INFO - Bot: 2025-09-08 01:12:25,048 - httpx - INFO - HTTP Request: POST https://api.telegram.org/bot8275019346:AAGPXX3fjw3g7Kg-ltTHsCNCa7FaUdaRCzM/editMessageText "HTTP/1.1 200 OK"
2025-09-08 01:12:26,940 - INFO - Bot: 2025-09-08 01:12:26,939 - httpx - INFO - HTTP Request: POST https://api.telegram.org/bot8275019346:AAGPXX3fjw3g7Kg-ltTHsCNCa7FaUdaRCzM/getUpdates "HTTP/1.1 200 OK"
2025-09-08 01:12:27,125 - INFO - Bot: 2025-09-08 01:12:27,123 - httpx - INFO - HTTP Request: POST https://api.telegram.org/bot8275019346:AAGPXX3fjw3g7Kg-ltTHsCNCa7FaUdaRCzM/answerCallbackQuery "HTTP/1.1 200 OK"
2025-09-08 01:12:27,281 - INFO - Bot: 2025-09-08 01:12:27,280 - httpx - INFO - HTTP Request: POST https://api.telegram.org/bot8275019346:AAGPXX3fjw3g7Kg-ltTHsCNCa7FaUdaRCzM/editMessageText "HTTP/1.1 200 OK"
2025-09-08 01:12:28,362 - INFO - Bot: 2025-09-08 01:12:28,360 - httpx - INFO - HTTP Request: POST https://api.telegram.org/bot8275019346:AAGPXX3fjw3g7Kg-ltTHsCNCa7FaUdaRCzM/getUpdates "HTTP/1.1 200 OK"
2025-09-08 01:12:28,453 - INFO - Bot: 2025-09-08 01:12:28,451 - httpx - INFO - HTTP Request: POST https://api.telegram.org/bot8275019346:AAGPXX3fjw3g7Kg-ltTHsCNCa7FaUdaRCzM/answerCallbackQuery "HTTP/1.1 200 OK"
2025-09-08 01:12:28,553 - INFO - Bot: 2025-09-08 01:12:28,553 - httpx - INFO - HTTP Request: POST https://api.telegram.org/bot8275019346:AAGPXX3fjw3g7Kg-ltTHsCNCa7FaUdaRCzM/editMessageText "HTTP/1.1 200 OK"
2025-09-08 01:12:38,491 - INFO - Bot: 2025-09-08 01:12:38,491 - httpx - INFO - HTTP Request: POST https://api.telegram.org/bot8275019346:AAGPXX3fjw3g7Kg-ltTHsCNCa7FaUdaRCzM/getUpdates "HTTP/1.1 200 OK"
